-22.3141419	-22.0749319	-21.900151	-22.3519861	-21.5008805	-21.122776	-21.8016003	-21.6346738	-21.769258	-22.2777414	-21.3778359	-22.4993848	-21.8560976	-22.3009283	-22.1969929	-21.2417453	-21.8184773	-21.8937984	-21.7833361	-22.095797	-22.6091645	-22.2914839	-22.4688266	-21.8362134	-21.2853749	-22.3218391	-21.7708248	-21.6022341	-21.5876529	-21.9321871	-22.5396366	-21.7237548	-21.8526673	-22.3932638	-22.494278	-21.5902024	-22.2421965	-21.9759107	-21.8240041	-22.0884944	-22.1187521	-22.0014717	-21.6905379	-22.7836082	-21.8447749	-21.9433927	-21.1881986	-21.4598879	-21.9476464	-21.7146604	-22.0116357	-21.983221	-21.1959895	-22.5177724	-21.684326	-22.0438638	-22.1436337	-22.0690018	-21.4044736	-21.4788266	-22.4317766
-21.5768252	-21.8958524	-22.1263635	-21.0045008	-22.0525506	-23.0179833	-22.0609833	-21.3436418	-21.6202793	-22.2794893	-22.0248263	-22.0808426	-21.9349344	-20.6893375	-21.2103241	-22.6359979	-22.4413289	-22.3551074	-21.631441	-21.8818871	-22.439307	-22.0853197	-22.2410293	-21.4748654	-22.041782	-22.32178	-22.901963	-20.9225301	-21.3712188	-21.9702162	-21.9347429	-21.3185285	-22.9454963	-21.0120372	-22.1978032	-21.7291191	-21.6760286	-21.5238403	-22.3602331	-22.4512949	-21.729992	-20.7296408	-21.286396	-21.3668094	-21.6641452	-22.1555859	-22.4164601	-22.6581595	-21.4695648	-20.7022051	-23.6947503	-22.6247324	-21.2363575	-21.6569657	-22.6877803	-20.9968239	-20.4582014	-21.6735026	-21.6115489	-22.4147553	-22.1558618
-22.6074552	-21.7954407	-21.6437277	-22.3536558	-21.2056322	-21.5479135	-21.7613695	-21.7917643	-21.7510323	-22.0738928	-22.5189843	-21.9220032	-22.0992614	-22.0946655	-21.0351056	-21.9214944	-21.7618871	-22.6458809	-21.6638644	-21.5093126	-22.5849425	-20.7265566	-22.25793	-22.9624973	-22.1390103	-21.4138805	-21.661893	-22.306007	-21.310906	-22.5880033	-21.4419057	-21.4560724	-21.6797295	-21.7675511	-21.9520856	-22.6350308	-22.07628	-20.666814	-21.6030637	-22.2437192	-21.536067	-22.0868253	-20.6676709	-22.1352079	-21.3408728	-22.1564172	-21.6856515	-22.081237	-20.4697505	-21.8268172	-22.9976906	-21.9530142	-22.0508962	-22.569761	-21.5552342	-22.4422578	-21.2671605	-21.3790201	-21.7622551	-21.2273996	-23.5138842
-22.437653	-21.2597382	-21.9215843	-21.1062794	-21.7194855	-21.4235739	-21.2321989	-20.8962662	-22.2352766	-22.305791	-22.5875771	-21.401548	-21.9182464	-23.7461775	-21.8494351	-22.5470343	-21.5460978	-22.2027906	-21.9676065	-22.1224282	-21.9321275	-22.0920571	-21.7059384	-21.7525762	-21.5345725	-21.8762124	-21.9976674	-21.9434663	-21.6727548	-21.7554936	-21.5228309	-22.5839103	-21.3323883	-21.1168982	-21.1824773	-22.0740537	-21.55003	-22.9114522	-21.7741584	-22.5582745	-22.4341327	-20.7485766	-23.1723376	-21.8347011	-21.4172376	-21.7698615	-21.7557918	-21.7234411	-21.6155507	-20.7410377	-21.1497561	-21.9821633	-21.8281193	-21.9693732	-21.3487381	-21.7569657	-21.7848636	-23.249293	-21.8697415	-21.7421459	-22.6809883
-21.4858393	-21.989743	-21.9050579	-21.8576694	-22.4624716	-22.1171646	-22.1116201	-21.9161673	-21.009653	-22.2319181	-21.9708014	-21.618989	-22.7755135	-21.5855565	-21.825982	-22.4781223	-21.7767125	-21.7121745	-21.7034429	-22.5910788	-22.4872397	-22.2001358	-21.6944156	-21.1762958	-22.5180629	-20.7174383	-21.6029622	-22.4578956	-22.2589718	-21.2144345	-21.887696	-23.0992524	-22.4403611	-22.1436984	-22.7053306	-21.9841181	-22.5409429	-21.5122235	-22.246244	-22.3416972	-21.2420908	-21.9725956	-22.027114	-21.6136314	-22.0137675	-22.5873773	-21.9195322	-22.1135228	-22.6576751	-21.7895883	-22.2646341	-22.2453004	-21.0958055	-21.7208957	-22.1073537	-21.5900779	-21.3925334	-21.5515398	-21.8675884	-21.478865	-22.0385765
-21.6902003	-22.7531018	-21.5889516	-20.9486676	-22.0309806	-22.1705019	-21.8984485	-20.8538159	-21.3856908	-21.8321844	-22.6720144	-21.4703171	-21.9374745	-21.2932336	-21.3478243	-23.0341869	-22.9438508	-21.9761738	-21.5263348	-22.1110885	-21.1589848	-22.0835112	-21.2923688	-20.8898606	-20.8441206	-21.0366095	-21.5557398	-22.4024374	-22.4897687	-21.6303979	-22.0639877	-22.2069409	-21.8833845	-22.969977	-21.2849338	-22.5556364	-21.7707843	-23.3646477	-22.5613943	-21.2020181	-21.4745669	-21.0133485	-22.6791661	-21.5606173	-20.9064342	-22.0948422	-22.1964282	-22.4319345	-21.9292235	-22.3247833	-22.3264242	-21.7668391	-21.7834822	-22.215497	-21.3604367	-21.4660304	-22.1358379	-22.8070824	-21.2781095	-21.0665168	-23.1433897
-21.3356643	-22.2089323	-22.3874051	-21.7730899	-21.985148	-22.2103023	-22.1845176	-22.3264935	-22.1653788	-21.7286645	-21.2800631	-21.5930141	-21.4924975	-21.0457092	-22.1804959	-21.7261923	-21.5698994	-21.3508555	-21.3998861	-21.6592618	-22.2721686	-21.7494608	-21.6171438	-21.4206492	-22.8567542	-21.396	-22.50503	-22.4642869	-21.5369389	-21.2664717	-20.7661696	-21.7095637	-21.3643917	-22.4436979	-22.3386863	-21.0754572	-21.9590372	-21.9268008	-21.724901	-21.5188097	-21.5935838	-22.7585967	-21.328891	-20.9475164	-21.444569	-22.3350473	-22.0194188	-22.8265531	-21.19786	-22.0642905	-21.0044697	-22.7838079	-21.443679	-22.3284957	-21.9823065	-21.8210007	-23.0639668	-22.3934952	-21.2913036	-21.5054547	-22.2506937
-22.7524227	-21.880977	-22.9563131	-21.2989914	-21.653005	-22.5094231	-22.1014305	-21.7744305	-22.1576327	-21.9881905	-22.1781009	-21.7802753	-21.6877741	-21.5953547	-20.4791743	-21.7226888	-21.9401935	-22.5695587	-21.7630029	-21.982217	-22.0124492	-22.3757091	-22.0330132	-21.9786789	-21.8100243	-21.7805896	-22.5627154	-21.7157448	-21.9028182	-21.1898141	-22.1432518	-22.1366165	-22.0974516	-22.3075907	-21.6493997	-22.6177932	-21.6366019	-20.9719492	-22.6162789	-22.0044462	-22.88575	-22.2764971	-21.2216139	-20.3931111	-22.1759653	-21.877572	-21.4237816	-22.270658	-21.7933537	-21.4271595	-21.0997605	-21.2164142	-21.7368145	-21.5630872	-21.6443397	-21.4120299	-22.1222619	-22.0774978	-22.2838174	-22.3816564	-21.1055258
-21.9620449	-22.3852257	-20.9963713	-22.112663	-23.2999229	-22.7321575	-21.1295352	-21.8371106	-22.5304439	-21.1727512	-21.2664631	-21.0838296	-22.3972084	-21.8982273	-22.0471276	-21.1523005	-21.4260907	-21.9576026	-21.2239985	-21.8631224	-21.7593043	-21.8348704	-21.6408001	-20.9937609	-21.5403292	-21.2683957	-21.8775383	-21.3549955	-22.2615541	-21.0466362	-21.7192411	-21.7407648	-22.290211	-21.9556163	-20.6006416	-21.6932894	-22.2902404	-21.5317568	-21.951854	-21.553364	-21.5957269	-21.6471115	-21.5317293	-22.132917	-20.1418049	-21.774177	-21.6416359	-21.6690616	-21.7544097	-21.386137	-21.1461993	-22.0442178	-21.1411473	-22.594812	-20.8692425	-21.3772748	-21.4491762	-21.1114477	-22.8510564	-22.4573659	-21.8897875
-22.6222963	-21.4142362	-21.4533028	-21.3704568	-21.672695	-20.9242001	-21.8464905	-22.0391992	-21.7796954	-22.6897796	-21.2254952	-22.3382505	-21.3480141	-21.229695	-21.8103975	-21.7884065	-22.4398678	-21.4881957	-21.2850339	-21.7185192	-21.1256111	-21.7246758	-21.6276896	-22.7714792	-22.0311332	-21.5288149	-21.9789791	-21.6280866	-21.7111909	-21.5218258	-20.7199748	-22.2766081	-21.6669532	-21.6834019	-22.3616042	-22.3526966	-22.1372883	-21.7835922	-21.6380265	-21.5087005	-21.9602242	-21.4000197	-22.0200364	-21.2822615	-21.7996852	-21.9969458	-21.2504936	-21.5170979	-21.6580237	-22.5350264	-22.5857876	-22.0571478	-22.2867318	-22.6690669	-21.5922915	-21.4752831	-22.221153	-21.5639296	-20.6684216	-21.9634535	-21.7317226
-20.9239053	-22.4191248	-22.599914	-21.9689553	-21.0485172	-21.1433932	-23.2641071	-21.8297641	-21.5485231	-21.5929809	-21.8352243	-21.9054927	-21.4558374	-21.6226143	-20.9975413	-22.5797539	-22.4738994	-21.6850067	-22.1262569	-21.3903454	-21.6853817	-21.336703	-21.8111003	-21.48847	-21.4746216	-21.5886109	-21.6271482	-21.6704814	-22.3963865	-22.8668734	-21.4750774	-22.6776757	-21.2259493	-21.9782754	-20.9741466	-21.5427406	-22.1036675	-21.6610481	-22.2125224	-21.9812142	-22.0096319	-21.5622385	-22.73346	-21.282204	-21.3907737	-21.4783725	-21.4405502	-21.3940863	-21.6104689	-23.0122883	-21.5193459	-21.8408251	-22.5706978	-21.9717812	-21.5176623	-21.6733077	-21.4431794	-22.5729023	-22.6304882	-21.6577147	-22.7525257
-21.9181132	-21.8551496	-21.2963282	-23.1099178	-21.2099859	-22.2270802	-21.9739807	-21.3870569	-21.7282285	-21.8022536	-22.0051377	-21.4375799	-21.1390406	-21.8147877	-21.1772608	-21.5239155	-21.7867984	-22.0419606	-21.6074085	-21.1370487	-21.3372453	-23.0024962	-20.4660245	-21.6535009	-20.6552871	-22.2042359	-21.6797175	-21.5607294	-21.1536988	-22.3895586	-21.3187637	-21.9956056	-22.5908653	-22.4851905	-21.0964218	-21.8121046	-22.2237778	-22.5072593	-21.4422821	-21.8616121	-22.3709918	-21.5258527	-21.3959805	-21.4310978	-21.3180322	-21.8273082	-22.2655868	-21.4964632	-22.1245178	-21.78589	-22.8588051	-21.3378003	-21.117866	-22.4562158	-21.0092849	-21.1936361	-22.2306692	-21.9322171	-21.1971672	-21.2170748	-21.3979207
-22.1830615	-22.3251925	-22.8280005	-22.7410886	-20.6931847	-21.5578315	-21.5140919	-21.0199136	-21.1873932	-22.3414407	-22.7612985	-21.5057593	-21.5601137	-21.9017254	-21.2052821	-22.3729857	-22.1622278	-21.4996625	-21.5874679	-20.3615707	-22.3841682	-21.790238	-21.588122	-21.6062001	-22.0359608	-21.6472783	-21.4798432	-21.1817353	-22.2115321	-21.6741086	-21.9138113	-21.548167	-21.8144495	-20.8267064	-22.6869902	-21.8258486	-21.8325192	-22.4520358	-21.4842839	-21.9886455	-22.3826706	-23.1268574	-22.3468336	-20.8716356	-22.2169369	-23.969176	-22.2254191	-21.0292256	-21.8994481	-21.5485608	-22.6288794	-21.6028332	-22.2379216	-21.4910959	-21.7597157	-21.9718544	-20.9317393	-21.5681348	-21.5582229	-22.713228	-21.4592054
-21.5770107	-21.7681241	-23.2184406	-22.2462355	-21.0246132	-22.6234268	-21.4024235	-21.7400219	-21.8321541	-21.6568386	-21.8255549	-21.9286525	-21.1954334	-21.4344496	-21.9394285	-22.3662943	-22.464759	-20.6569889	-22.0896771	-21.6170549	-21.2471834	-21.5531881	-21.9425221	-22.0728742	-21.5971663	-22.2654986	-21.5220153	-21.7332868	-21.7726695	-21.2620464	-21.0783565	-21.9579185	-22.2983835	-21.5060134	-22.7030292	-21.5063683	-21.9676166	-22.3327285	-21.9362857	-21.6713366	-21.9456414	-21.213179	-21.0912064	-21.3966194	-22.4761909	-22.4276021	-21.3695528	-22.056122	-21.9681896	-21.7806471	-21.987429	-21.7855186	-22.4664448	-22.5679979	-21.4750009	-21.9261507	-22.3058161	-20.3606848	-21.5938739	-22.862673	-22.3385766
-22.9918091	-21.9117608	-22.3372283	-22.0057543	-22.0993459	-22.0171889	-21.330512	-22.2372593	-21.8572605	-22.2084439	-22.2884147	-21.9583931	-21.5524093	-22.6651121	-22.0972278	-21.0783522	-21.6420768	-22.7923249	-21.8835163	-22.8594117	-20.3538888	-21.7893387	-21.6203293	-22.1665825	-22.2739366	-21.5699389	-21.3841082	-22.6992621	-22.2612429	-21.8700546	-21.1182001	-21.8178213	-22.4060132	-22.5267857	-21.6980832	-21.0571129	-21.1511037	-21.9112978	-22.1841261	-21.2420173	-22.0030385	-21.6154661	-21.8104489	-22.3037406	-21.9742387	-21.808977	-21.5075101	-21.9841162	-22.3407859	-20.6835959	-22.2556373	-22.2385316	-22.4075715	-21.7946747	-22.4067431	-21.2933571	-22.7120338	-22.1037439	-22.4580621	-21.7719577	-22.4033516
-21.7518073	-22.5626493	-21.9334274	-20.760009	-21.6786792	-21.9851797	-22.9341135	-21.3300327	-22.4366802	-22.9295942	-22.0976756	-21.8958829	-21.5710505	-21.7917441	-21.9178037	-22.2647104	-22.1255204	-21.4301389	-21.6672639	-21.7403803	-22.0200707	-22.0990095	-21.8362858	-21.5442417	-21.3622536	-21.2596399	-22.1268623	-22.1058152	-21.5763944	-22.3113035	-22.1445661	-22.070074	-22.3983898	-22.4028638	-20.521255	-22.3195379	-21.1758411	-22.1482402	-22.4144589	-21.5783849	-21.327901	-22.1730974	-21.8747127	-21.6524007	-23.0244235	-21.9903541	-21.9678759	-21.9975853	-21.3470858	-21.6614904	-22.2716806	-21.7309926	-22.2178273	-21.8976208	-23.5941459	-21.3901504	-21.13194	-21.4807562	-21.1983485	-22.1640868	-21.7949913
-21.6706731	-23.5524305	-20.6553711	-21.9407499	-22.3432609	-22.1633634	-21.135557	-21.8792064	-22.5447122	-22.0004349	-21.7219431	-22.6445804	-21.3552313	-22.0547556	-22.4059744	-22.6747584	-21.7062583	-23.0113323	-21.2931831	-22.7360544	-22.3386229	-22.7248897	-22.0190037	-22.2040249	-21.4511104	-22.5534444	-22.0889761	-22.1863255	-22.6191484	-22.0527923	-22.1245236	-21.8829584	-21.6357055	-22.5544663	-21.169982	-21.307443	-20.6996229	-21.3137617	-21.9955953	-22.1784072	-21.05531	-22.4321599	-21.2749104	-21.9551927	-21.4293376	-20.3620692	-22.7209494	-22.471249	-22.2727917	-21.9587498	-22.1436116	-21.9528527	-22.811349	-22.2441271	-22.1184065	-21.8635778	-21.2305106	-21.5925124	-21.5383158	-21.8051523	-22.1074987
-21.7638522	-21.9677571	-22.8191112	-22.4673133	-21.3453655	-22.8558376	-22.1351303	-21.3583993	-21.1283213	-21.8439432	-21.6641118	-22.363304	-21.2415386	-22.174864	-21.6069973	-21.9669852	-21.7708544	-21.4965573	-21.0351013	-22.2035442	-21.0786603	-22.1861186	-21.174978	-21.927771	-20.9266336	-21.5842402	-22.5077574	-20.8384432	-21.2651152	-21.0355849	-21.8810091	-21.9818226	-22.2937243	-22.2618643	-23.2613847	-23.0102559	-21.4357998	-23.0705728	-22.6518297	-22.5572531	-21.0530289	-21.454673	-22.5226176	-22.6542894	-22.9059533	-20.3432059	-21.3553431	-22.5921147	-20.7257954	-21.1418449	-21.4931433	-22.3764089	-22.2109223	-21.9278614	-22.742795	-22.2786449	-22.3876419	-22.0817899	-22.4846894	-22.0972685	-21.4772844
-21.748256	-21.5291063	-21.2138812	-22.4333435	-21.7368324	-21.5990227	-21.7198284	-22.7699299	-23.0510444	-21.6097145	-21.7739735	-21.3828321	-22.8369955	-22.5587455	-21.8598143	-22.0721684	-21.938581	-22.6223595	-23.6513464	-21.3279546	-22.0368863	-22.1587959	-22.2322722	-21.9695271	-22.4229041	-21.6757916	-21.0505278	-22.9060605	-21.6217477	-21.9446857	-21.6284026	-21.0957274	-21.4999145	-22.3992702	-22.4448597	-20.9496019	-21.3463996	-22.2055351	-20.8139077	-21.870574	-22.1732012	-21.2910394	-22.7171469	-22.0038819	-22.041937	-20.9939351	-20.9294468	-22.3924465	-22.3268986	-22.099779	-22.8073522	-21.4976299	-21.8412765	-21.4958733	-21.8506495	-21.6899288	-21.7690843	-20.7973036	-21.1815262	-20.9849946	-22.220468
-21.9541168	-22.8352743	-21.5641619	-21.6000322	-21.250693	-21.6757132	-21.9524888	-21.9424464	-21.4290338	-22.424522	-22.2798452	-21.7245657	-21.7117898	-21.5858934	-21.9616892	-21.8085445	-22.1968935	-21.9895777	-21.4183233	-21.1986417	-20.7033208	-21.7456699	-20.6454975	-22.2224544	-22.9628434	-22.2718547	-21.6447534	-22.2555035	-22.7221345	-21.9040424	-23.0464635	-20.7404542	-21.9308317	-20.7736464	-21.795903	-21.881648	-22.010431	-21.9304844	-22.2262585	-22.4411126	-21.7995775	-21.8014979	-21.6580582	-21.4368263	-22.112655	-21.6581227	-22.3120383	-22.0758077	-21.8654654	-21.1256607	-22.1550192	-21.4095502	-21.4165104	-20.6957516	-21.618857	-21.770443	-21.693478	-21.5564698	-21.3951034	-22.3173502	-23.0741514
-21.8170658	-21.0548565	-22.0291154	-21.5330995	-21.3325507	-21.9530759	-22.5070282	-22.0802623	-22.2329874	-22.2473783	-21.2946559	-23.9650992	-22.0150818	-22.3234033	-22.3389274	-21.2590676	-22.1560679	-21.9800807	-21.2856159	-21.5760379	-21.7566225	-21.8365006	-21.9447532	-21.4045615	-22.1904631	-21.5457802	-20.9057101	-22.8644706	-22.2602025	-21.5019556	-21.7099271	-22.1128263	-21.3047403	-22.2322483	-21.8614233	-21.2784515	-21.7654261	-22.0675279	-22.5715054	-21.293704	-22.0747147	-21.0188821	-21.7629229	-21.4229352	-21.6062525	-21.6653742	-21.826988	-20.8412395	-21.8766181	-21.9157692	-21.743814	-21.5786837	-22.3909052	-21.9600553	-21.4227945	-21.8087485	-21.0368292	-22.1870539	-22.3187832	-21.6596788	-22.1490056
